business_id;Sunday_0;Sunday_1;Sunday_2;Sunday_3;Sunday_4;Sunday_5;Sunday_6;Sunday_7;Sunday_8;Sunday_9;Sunday_10;Sunday_11;Sunday_12;Sunday_13;Sunday_14;Sunday_15;Sunday_16;Sunday_17;Sunday_18;Sunday_19;Sunday_20;Sunday_21;Sunday_22;Sunday_23;Monday_0;Monday_1;Monday_2;Monday_3;Monday_4;Monday_5;Monday_6;Monday_7;Monday_8;Monday_9;Monday_10;Monday_11;Monday_12;Monday_13;Monday_14;Monday_15;Monday_16;Monday_17;Monday_18;Monday_19;Monday_20;Monday_21;Monday_22;Monday_23;Tuesday_0;Tuesday_1;Tuesday_2;Tuesday_3;Tuesday_4;Tuesday_5;Tuesday_6;Tuesday_7;Tuesday_8;Tuesday_9;Tuesday_10;Tuesday_11;Tuesday_12;Tuesday_13;Tuesday_14;Tuesday_15;Tuesday_16;Tuesday_17;Tuesday_18;Tuesday_19;Tuesday_20;Tuesday_21;Tuesday_22;Tuesday_23;Wednesday_0;Wednesday_1;Wednesday_2;Wednesday_3;Wednesday_4;Wednesday_5;Wednesday_6;Wednesday_7;Wednesday_8;Wednesday_9;Wednesday_10;Wednesday_11;Wednesday_12;Wednesday_13;Wednesday_14;Wednesday_15;Wednesday_16;Wednesday_17;Wednesday_18;Wednesday_19;Wednesday_20;Wednesday_21;Wednesday_22;Wednesday_23;Thursday_0;Thursday_1;Thursday_2;Thursday_3;Thursday_4;Thursday_5;Thursday_6;Thursday_7;Thursday_8;Thursday_9;Thursday_10;Thursday_11;Thursday_12;Thursday_13;Thursday_14;Thursday_15;Thursday_16;Thursday_17;Thursday_18;Thursday_19;Thursday_20;Thursday_21;Thursday_22;Thursday_23;Friday_0;Friday_1;Friday_2;Friday_3;Friday_4;Friday_5;Friday_6;Friday_7;Friday_8;Friday_9;Friday_10;Friday_11;Friday_12;Friday_13;Friday_14;Friday_15;Friday_16;Friday_17;Friday_18;Friday_19;Friday_20;Friday_21;Friday_22;Friday_23;Saturday_0;Saturday_1;Saturday_2;Saturday_3;Saturday_4;Saturday_5;Saturday_6;Saturday_7;Saturday_8;Saturday_9;Saturday_10;Saturday_11;Saturday_12;Saturday_13;Saturday_14;Saturday_15;Saturday_16;Saturday_17;Saturday_18;Saturday_19;Saturday_20;Saturday_21;Saturday_22;Saturday_23
-4A5xmN21zi_TXnUESauUQ;0;0;0;0;0;2;11;20;17;28;41;48;53;10;8;4;1;0;1;0;0;0;0;0;0;0;0;0;1;2;9;19;18;24;26;62;49;16;6;3;0;0;2;0;0;0;0;0;0;0;0;0;0;1;10;27;20;15;31;34;32;9;6;3;0;1;1;0;0;0;0;0;0;0;0;0;0;3;12;22;18;25;34;51;55;11;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;20;43;25;32;18;48;46;22;5;7;3;1;0;0;0;0;0;0;1;0;0;0;0;0;4;17;47;66;109;93;75;46;22;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;30;79;80;65;57;34;10;3;0;0;0;0;0;0;0;0
-4QayefhaPXm6wPp-Zpb0A;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
-4zMr3jk0ykmsk5sxsQMlA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;1;3;0;1;0;0;0
-5EWgRkudDlcCbQSIL_twA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-5IgAihccTd8_iENVgpd9A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-5rFC4EVrT-v8g1PSEf6Xg;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0
-5XAZC1hC6G0NDkmPyhmUg;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;0;1;3;2;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;2;1;0;0;0;0;0
-65rmLRQ5JDwI-l8UDEV7Q;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
-6O53B-ksqSKzWM6Y9moEQ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
-6Roo-EHgSdUa4rP3tWyRw;0;0;0;0;0;0;0;0;3;0;0;3;4;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;1;3;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;2;3;0;0;0;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;4;0;0;1;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;1;4;2;1;2;3;0;1;3;1;1;3;1;0;0;0;0;0;0;0;0;0;1;2;2;3;9;4;5;1;3;3;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;5;12;7;7;3;5;2;0;0;1;2;1;1;0;0;0
-73hx2hut_2KPcGpCTO5YA;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;1;0;1;1;0;0
-7smFzvh2E2fOOYs-0Dl8w;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
-7XuLxfYwZ9x72mEKXdv0A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-8aZ0v511M1zpoZAC3N3VA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-8IvK1VBMRqYY6CQzD6arg;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;1;0;1;0;0;0;1;0;0;0;0;0
-8PVP-Pnv232xPOUgPrxmg;0;0;0;0;0;0;0;0;0;2;0;0;2;2;2;1;1;3;0;2;2;1;0;0;0;0;0;0;0;0;0;2;0;0;0;2;1;1;0;2;0;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;2;0;1;1;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;1;0;0;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;7;3;1;4;2;2;2;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;2;1;1;1;4;2;1;2;2;1;0;0;1;0;0;0;0
-8vrk9UzM2oIey95PZOHuA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-8wyZkzfBmCFkMwCGcR4PQ;0;0;0;0;0;0;0;0;0;3;0;4;7;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-92fePI5W6MwOaxMxphFjA;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
-98noPZy1sH6NndWmdtuDw;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;0;0;0;0;0;0;0;0
-9meXYVIw8yFg_yMG5RvCw;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-9pVS__IliMA2aNEYzrQrg;4;1;0;0;0;0;0;0;0;0;1;4;1;0;0;1;0;0;1;2;3;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;4;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2;0;1;2;3;1;7;9;7;16;22;20;13;6;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;11;14;4;4;11;0;1;1;1;0;0;0;0;0;0;0;0;0;0;2;1;0;1;8;31;5;7;14;28;52;106;55;29;3;0;0;0;0;0;11;17;5;3;14;13;5;10;16;24;27;14;22;25;67;102;61;35;1;0;0;0;0;0;0;0;3;4;6;4;6;3;3;12;11;4;5;1;3;4
